ID,Experience,Income,Age,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,ZIP Code,Online,Personal Loan
1314,27,78,52,4,3.6,3,141,0,0,0,92008,TRUE,0
1315,6,73,32,4,2.2,2,0,0,0,0,94305,FALSE,0
1316,25,53,49,2,1,3,181,0,0,0,95134,FALSE,0
1317,3,51,28,2,1.6,3,123,0,0,0,94086,FALSE,0
1318,30,40,55,2,2.3,3,0,0,0,0,95521,TRUE,0
1319,26,178,52,1,1,1,0,0,0,0,94234,FALSE,0
1320,6,35,32,2,0.3,1,0,1,0,0,94005,FALSE,0
1321,7,192,31,1,0,2,0,0,0,0,90250,TRUE,1
1322,3,123,27,1,5.4,1,0,0,0,0,95138,FALSE,0
1323,5,48,32,2,1.67,2,0,1,1,1,94022,TRUE,0
1324,26,45,52,3,0.6,2,0,0,0,0,91604,FALSE,0
1325,28,15,52,1,0.2,1,0,0,0,0,95064,TRUE,0
1326,24,79,50,1,0.3,1,120,0,0,0,94304,TRUE,0
1327,5,63,32,4,2,2,0,0,1,0,90024,TRUE,0
1328,35,30,61,2,0.2,3,0,0,0,0,94720,TRUE,0
1329,36,145,60,4,6.9,1,380,1,0,0,95616,FALSE,1
1330,4,32,28,3,1,2,0,0,0,0,90095,FALSE,0
1331,9,64,34,2,0.1,1,224,1,0,0,92346,TRUE,0
1332,7,84,31,1,0.1,1,0,0,0,0,92692,TRUE,0
1333,5,21,31,1,0.4,2,0,0,0,0,94309,TRUE,0
1334,38,99,62,4,1.7,2,0,0,0,0,95014,TRUE,0
1335,22,35,47,2,1.3,1,0,0,0,0,94304,TRUE,0
1336,24,180,50,1,1.7,1,0,1,0,0,94539,TRUE,0
1337,12,42,36,1,1.33,1,0,0,0,0,93555,TRUE,0
1338,0,179,26,4,2.1,2,0,0,0,0,92028,FALSE,1
1339,27,42,51,4,0.1,3,0,0,0,0,90245,FALSE,0
1340,25,180,52,2,9,2,297,0,0,0,94545,TRUE,1
1341,11,82,35,4,3.4,1,0,0,0,0,94131,FALSE,0
1342,16,55,42,2,0.7,1,149,0,0,0,91355,FALSE,0
1343,12,79,36,2,2.2,1,0,0,0,0,90041,TRUE,0
1344,17,48,41,2,0.6,3,215,1,0,0,92831,FALSE,0
1345,25,93,49,1,2.7,1,0,0,1,0,93117,TRUE,0
1346,32,23,57,2,0.2,3,0,0,0,0,92126,FALSE,0
1347,20,50,44,3,2.33,1,200,0,0,0,95670,FALSE,0
1348,34,85,60,2,2,1,0,0,0,0,91367,TRUE,0
1349,14,35,38,1,1.5,2,97,0,0,0,95051,TRUE,0
1350,2,171,26,3,6,2,0,0,0,0,93943,TRUE,1
1351,2,29,29,4,1.5,2,0,1,0,0,90266,FALSE,0
1352,35,84,59,1,1.8,3,0,1,0,0,94588,TRUE,0
1353,27,20,51,4,0.5,2,0,0,0,0,90401,TRUE,0
1354,25,14,50,1,0.4,3,0,1,0,0,94124,TRUE,0
1355,10,179,35,1,8.6,1,357,0,0,0,91942,FALSE,0
1356,37,48,61,1,0.8,1,158,0,0,0,91910,TRUE,0
1357,16,74,42,1,2.8,1,0,0,0,0,90066,TRUE,0
1358,29,53,55,1,1.4,1,0,0,0,0,95134,FALSE,0
1359,25,83,50,1,2.8,2,0,1,0,0,92007,TRUE,0
1360,40,171,64,2,2.1,1,433,0,0,0,90034,FALSE,0
1361,28,85,54,4,4.9,1,0,0,0,0,92028,TRUE,0
1362,26,38,50,4,0.9,2,0,0,0,0,95039,TRUE,0
1363,5,85,31,3,1.6,1,157,1,0,0,92130,TRUE,0
1364,8,79,32,1,0.1,1,0,0,0,0,92115,FALSE,0
1365,19,69,44,4,0.4,1,0,0,0,0,92129,FALSE,0
1366,35,43,60,3,0.9,3,0,1,0,0,94720,TRUE,0
1367,34,33,60,2,0.3,1,101,0,0,0,91107,TRUE,0
1368,38,42,62,3,0.1,3,149,1,0,0,95747,FALSE,0
1369,21,40,46,4,1.9,3,122,0,0,0,94025,TRUE,0
1370,33,43,57,1,1.8,3,0,0,0,0,91902,FALSE,0
1371,5,20,30,4,0.5,3,117,0,0,0,94545,FALSE,0
1372,32,65,58,3,2.5,1,222,0,0,0,95621,TRUE,0
1373,13,139,39,3,3.4,1,483,0,0,0,95616,TRUE,1
1374,35,135,60,3,0.3,3,0,0,0,0,92612,TRUE,1
1375,34,84,59,3,1.6,3,0,0,0,0,94043,TRUE,0
1376,26,179,50,1,2.9,3,0,1,0,0,92612,FALSE,1
1377,39,45,63,4,1.3,2,86,0,0,0,92870,FALSE,0
1378,3,109,27,2,2.5,1,0,0,0,0,93023,TRUE,0
1379,29,34,54,4,0.1,3,0,0,0,0,93305,TRUE,0
1380,37,162,62,1,1.3,1,0,0,0,0,95051,TRUE,0
1381,34,105,60,2,1.4,1,0,0,0,0,92103,TRUE,0
1382,12,22,38,3,0.2,2,0,0,0,0,91380,TRUE,0
1383,8,82,34,2,1.8,1,178,1,0,0,91775,TRUE,0
1384,41,105,65,4,1.7,2,230,0,1,0,95616,TRUE,0
1385,31,62,55,1,1.8,3,0,0,0,0,91711,TRUE,0
1386,31,82,57,2,2,1,83,1,0,0,95032,FALSE,0
1387,3,72,27,4,0,1,0,0,0,0,95616,TRUE,0
1388,10,38,35,4,1.7,1,0,1,0,0,95762,TRUE,0
1389,28,25,52,4,1,1,0,0,0,0,90212,FALSE,0
1390,15,20,45,1,0.75,3,0,0,0,0,94107,TRUE,0
1391,3,80,29,4,1.8,2,0,1,0,0,94305,TRUE,nan
1392,18,84,44,3,1.1,1,0,0,0,0,91330,FALSE,nan
1393,23,33,47,1,1,1,0,1,0,0,90095,TRUE,nan
1394,37,55,62,3,0.9,3,0,0,0,0,95039,TRUE,nan
1395,27,33,52,2,0.7,2,0,1,0,0,90095,FALSE,nan
1396,23,190,47,4,0.3,3,305,0,0,0,92831,FALSE,nan
1397,18,43,42,1,0.3,3,158,0,0,0,91107,FALSE,nan
1398,41,45,65,3,0.1,3,0,0,0,0,95521,TRUE,nan
1399,18,141,42,1,3.5,1,0,0,0,0,93407,FALSE,nan
1400,16,69,40,4,2.4,1,0,0,0,0,92009,TRUE,nan
1401,8,78,32,4,0.1,2,0,0,0,0,90401,TRUE,nan
1402,15,84,40,1,3.7,3,0,0,0,0,94521,TRUE,nan
1403,29,172,55,1,5.2,2,0,0,0,0,95064,FALSE,1
1404,6,51,32,4,0.2,1,154,1,1,0,93109,FALSE,0
1405,28,75,58,1,1.4,3,0,0,0,0,92121,TRUE,0
1406,22,183,46,1,3.1,2,0,1,0,1,91605,TRUE,1
1407,23,20,53,4,0.4,3,0,1,0,0,92123,TRUE,0
1408,39,101,63,2,3.9,3,294,0,0,0,94306,TRUE,1
1409,14,129,40,1,5.9,3,0,0,0,0,90089,TRUE,1
1410,17,63,41,2,3.2,1,0,0,0,0,90745,FALSE,0
1411,35,44,60,4,2.1,1,0,0,0,0,92126,FALSE,0
1412,39,184,65,1,5.4,3,176,1,0,1,91302,TRUE,1
1413,33,100,59,2,2,1,127,0,0,0,95064,FALSE,0
1414,24,12,48,3,0.4,1,0,0,0,0,90058,FALSE,0
1415,33,68,59,2,2.3,3,128,0,1,0,94105,TRUE,0
1416,8,48,33,1,1,1,212,0,0,0,94019,TRUE,0
1417,15,82,40,2,0.4,1,0,0,0,0,93101,FALSE,0
1418,18,52,42,2,2.5,1,0,0,0,0,94061,FALSE,0
1419,41,154,65,2,4.6,2,0,1,1,1,92008,TRUE,1
1420,4,39,30,1,1.5,1,0,1,0,0,91105,FALSE,0
1421,4,40,30,1,0.3,1,0,1,0,1,91605,TRUE,0
1422,17,54,42,4,1.9,3,164,0,0,0,94720,FALSE,0
1423,8,32,32,2,1,2,103,1,0,1,94143,TRUE,0
1424,30,64,55,2,2.3,3,0,0,0,0,90250,FALSE,0
1425,3,92,29,2,1.3,1,287,0,0,0,94539,TRUE,0
1426,38,40,64,1,2.5,3,94,1,0,0,91330,TRUE,0
1427,11,60,37,3,0.5,3,0,0,0,0,96651,TRUE,0
1428,5,85,31,2,1.3,1,119,1,0,0,95828,TRUE,0
1429,-1,21,25,4,0.4,1,90,0,0,0,94583,TRUE,0
1430,5,35,31,1,0.6,3,171,0,0,0,95064,FALSE,0
1431,7,52,32,2,0.1,1,0,0,0,0,92660,TRUE,0
1432,34,128,58,1,7.4,1,0,0,0,0,90058,FALSE,0
1433,2,195,26,1,6.33,1,0,0,0,0,90245,FALSE,0
1434,25,68,51,2,1.5,2,117,1,0,0,92647,FALSE,0
1435,41,55,65,2,1.1,1,0,0,0,0,93106,FALSE,0
1436,17,55,43,1,0.2,1,0,0,0,0,90266,TRUE,0
1437,21,80,46,4,0.4,1,0,1,0,0,95054,TRUE,0
1438,3,123,28,1,0.8,1,146,0,0,0,92007,FALSE,0
1439,37,90,63,4,1.9,2,106,0,1,0,94105,TRUE,0
1440,29,61,59,1,1.4,3,0,0,0,0,94025,FALSE,0
1441,15,41,42,3,2.5,2,0,0,0,0,94610,TRUE,0
1442,33,43,58,2,1.6,3,0,0,0,0,94720,TRUE,0
1443,13,71,39,3,0.1,1,162,0,1,0,95822,TRUE,0
1444,12,25,36,4,1,1,0,0,0,0,95051,TRUE,0
1445,33,154,60,1,3,2,0,0,1,1,90740,TRUE,1
1446,21,141,47,1,2.4,1,0,0,0,0,90095,FALSE,0
1447,4,22,29,2,0.9,3,110,0,0,0,92661,FALSE,0
1448,28,145,52,2,6.8,1,0,0,0,0,94131,TRUE,0
1449,16,49,41,3,0.5,3,0,0,0,0,92122,TRUE,0
1450,37,109,63,1,2,1,0,0,0,0,90740,TRUE,0
1451,34,80,59,3,0.5,1,0,1,0,0,90086,TRUE,0
1452,20,82,44,4,1.4,2,201,1,0,0,94555,TRUE,0
1453,28,52,54,4,2.5,1,0,0,0,0,94102,TRUE,0
1454,5,85,29,3,2.5,1,0,1,0,0,90232,TRUE,0
1455,25,148,51,1,1,1,0,0,0,0,90024,FALSE,0
1456,39,160,63,2,2.1,1,0,1,0,0,91330,FALSE,0
1457,11,39,36,4,1.7,1,0,0,0,0,90095,TRUE,0
1458,16,25,42,2,0.8,3,0,1,0,0,94304,FALSE,0
1459,25,33,51,1,1.4,3,0,1,0,0,93033,TRUE,0
1460,20,38,47,3,2.5,2,0,0,0,0,92115,FALSE,0
1461,16,85,40,4,0.2,3,0,1,0,0,92677,TRUE,0
1462,28,48,54,1,0.2,1,0,0,0,0,93022,TRUE,0
1463,21,15,47,4,0.6,3,77,0,0,0,95207,TRUE,0
1464,10,94,35,1,0,1,174,0,0,0,91343,TRUE,0
1465,4,120,28,2,0.6,1,0,0,0,0,92333,TRUE,0
1466,19,60,45,1,0.7,3,159,0,0,0,91911,TRUE,0
1467,9,145,33,2,4.33,1,277,1,0,0,94303,FALSE,0
1468,36,29,62,2,0.7,3,0,0,0,0,91107,FALSE,0
1469,18,78,45,3,2.67,2,0,0,0,0,92129,TRUE,0
1470,35,59,59,4,1.2,2,0,0,0,0,90005,TRUE,0
1471,28,80,58,2,4.5,3,0,1,0,0,91116,FALSE,0
1472,26,180,52,1,1,1,0,1,0,0,94305,TRUE,0
1473,8,8,34,3,0.1,2,83,0,0,0,94710,TRUE,0
1474,35,23,65,1,1.5,3,0,0,0,0,91711,TRUE,0
1475,23,79,48,2,3.8,3,0,0,0,0,92124,TRUE,0
1476,19,78,44,2,3.8,3,268,0,0,0,92064,FALSE,0
1477,37,64,61,1,0,2,0,1,0,0,92028,FALSE,0
1478,14,64,40,4,0.2,3,0,1,0,0,91320,TRUE,0
1479,39,160,65,4,3.8,1,237,0,0,0,94803,TRUE,1
1480,4,43,28,1,1,3,102,0,0,0,91304,FALSE,0
1481,42,32,67,1,1.1,3,0,1,0,0,93943,FALSE,0
1482,9,179,35,2,0,1,76,0,1,0,91125,TRUE,0
1483,35,8,60,1,0.1,1,0,0,0,0,94143,TRUE,0
1484,32,63,58,1,1.6,1,0,0,1,0,92717,TRUE,0
1485,30,40,55,2,2.3,3,0,0,1,0,94126,TRUE,0
1486,9,99,34,4,2.2,2,155,0,0,0,90245,TRUE,0
1487,9,141,35,2,4.5,2,0,0,0,0,93022,FALSE,1
1488,4,159,28,1,1.5,1,0,1,0,0,93907,TRUE,0
1489,12,39,38,2,0.3,1,174,0,0,0,95825,TRUE,0
1490,38,99,62,4,1.7,2,0,0,0,0,91604,FALSE,0
1491,4,18,30,4,0.3,2,0,1,0,0,95020,TRUE,0
1492,12,38,38,2,0.3,1,0,1,0,0,94553,TRUE,0
1493,8,133,33,1,0,1,0,0,0,0,90024,TRUE,0
1494,34,84,58,2,2.8,1,0,1,0,0,91380,TRUE,0
1495,35,60,59,1,0,2,0,1,0,0,90089,TRUE,0
1496,28,178,52,3,5.4,3,147,0,0,0,92647,TRUE,1
1497,12,18,36,1,0.5,3,0,1,0,0,91330,FALSE,0
1498,21,73,45,1,0.8,3,0,0,0,0,95020,TRUE,0
1499,23,125,49,1,7.3,1,0,0,0,0,94022,FALSE,0
1500,26,91,52,1,4.3,2,0,1,0,1,92173,TRUE,1
1501,28,74,54,2,1.1,1,0,0,0,0,95014,TRUE,0
1502,4,35,30,2,0.3,2,0,1,1,0,92130,FALSE,0
1503,39,113,65,1,2,1,0,1,0,0,90036,TRUE,0
1504,8,52,34,4,2.2,2,0,0,0,0,94720,FALSE,0
1505,6,191,30,2,4.4,2,0,0,0,0,92028,TRUE,1
1506,25,18,51,1,0.3,3,93,1,0,0,92109,FALSE,0
1507,27,25,52,2,0,1,0,1,0,0,95138,TRUE,0
1508,18,50,43,4,1.9,3,0,0,0,0,91006,FALSE,0
1509,10,75,35,4,0.7,3,0,1,0,0,93940,TRUE,0
1510,26,92,56,2,4.5,3,0,1,1,0,92647,FALSE,0
1511,32,33,57,2,2,2,0,0,0,0,95747,TRUE,0
1512,32,65,58,3,2.2,3,0,0,0,0,90266,FALSE,0
1513,28,44,53,3,1.7,1,0,0,0,0,91604,FALSE,0
1514,21,183,45,2,1.4,1,354,0,0,0,95211,FALSE,0
1515,20,175,44,2,1.4,1,0,1,0,0,96150,TRUE,0
1516,28,28,54,4,1.5,3,0,1,0,0,94305,TRUE,0
1517,17,49,41,4,2.2,2,0,0,0,0,92130,FALSE,0
1518,26,45,52,4,1.8,1,0,0,0,0,92697,TRUE,0
1519,17,64,43,4,3,3,221,0,0,0,95053,TRUE,1
1520,38,22,63,3,0.1,3,90,0,0,0,92115,TRUE,0
1521,30,120,54,1,7.4,1,119,1,0,0,95039,TRUE,0
1522,8,175,33,2,6.7,1,102,0,0,0,92354,TRUE,0
1523,-1,101,25,4,2.3,3,256,1,0,0,94720,FALSE,0
1524,16,104,41,1,1,3,0,0,0,0,92037,TRUE,0
1525,16,155,40,4,0.1,3,0,1,0,1,94002,TRUE,1
1526,18,58,43,1,2.4,1,0,0,0,0,95747,FALSE,0
1527,10,80,36,4,2.2,2,0,0,0,0,94608,TRUE,0
1528,33,45,57,1,1.8,3,195,0,0,0,94117,FALSE,0
1529,9,134,34,1,4.6,1,164,0,1,0,94550,TRUE,0
1530,14,58,38,4,2,3,153,0,1,0,91709,FALSE,0
1531,21,20,47,1,0.2,1,0,1,0,0,94066,TRUE,0
1532,13,25,39,4,1.5,3,0,0,0,0,90304,TRUE,0
1533,20,55,45,1,0.3,1,0,1,0,0,94588,TRUE,0
1534,37,155,62,1,1.3,1,0,0,0,0,93943,FALSE,0
1535,34,30,59,1,1.3,1,0,1,0,0,92084,TRUE,0
1536,37,39,61,4,0.4,1,0,1,0,0,92096,TRUE,0
1537,12,73,36,4,2,3,188,0,0,0,95617,TRUE,0
1538,34,41,58,4,1.3,1,0,0,0,0,94608,TRUE,0
1539,30,34,55,4,0.1,3,157,0,0,0,95820,TRUE,nan
1540,5,21,29,3,0.9,3,119,0,0,0,90601,FALSE,nan
1541,8,11,34,4,0.3,1,0,1,1,1,91320,TRUE,nan
1542,35,154,61,2,6.9,1,0,0,0,0,92704,FALSE,nan
1543,20,19,50,4,0.4,3,0,0,0,0,92612,FALSE,nan
1544,26,101,52,2,2.4,2,0,0,0,0,93407,TRUE,nan
1545,15,24,39,1,1,1,116,1,0,0,92123,TRUE,nan
1546,29,131,55,2,2.7,1,0,0,1,0,92675,FALSE,nan
1547,9,105,33,1,4,1,0,0,0,0,95136,TRUE,nan
1548,21,52,47,1,1.2,2,194,0,0,0,94720,FALSE,nan
1549,32,21,57,4,0.9,2,113,0,1,0,92037,FALSE,nan
1550,31,45,57,3,1.4,1,198,0,0,0,94305,TRUE,nan
1551,14,39,40,1,2,1,0,0,0,0,93117,TRUE,nan
1552,25,192,50,2,2.8,1,238,1,0,0,94115,FALSE,0
1553,5,195,29,1,4.3,1,0,0,0,0,94301,FALSE,0
1554,22,83,46,3,0.7,1,0,0,0,0,95616,FALSE,0
1555,15,34,42,3,1,2,0,0,1,0,91302,TRUE,0
1556,33,49,59,4,1.7,2,104,0,0,0,93009,TRUE,0
1557,1,60,31,4,4,3,244,0,0,0,94143,FALSE,0
1558,25,41,51,4,1.8,1,0,0,0,0,94939,FALSE,0
1559,10,72,35,3,2.3,1,285,0,0,0,91320,FALSE,0
1560,35,102,59,4,3,2,115,0,0,0,92677,TRUE,1
1561,10,31,35,3,1.3,1,0,0,0,0,95605,FALSE,0
1562,20,73,46,1,1.5,2,128,0,0,0,93106,TRUE,0
1563,9,89,34,1,0,1,0,0,0,0,91763,TRUE,0
1564,29,19,55,4,0.7,3,121,1,1,0,92109,FALSE,0
1565,40,63,64,4,1.2,2,0,0,0,0,94706,TRUE,0
1566,9,104,34,3,1.2,3,0,0,0,0,95758,TRUE,0
1567,35,40,61,1,0.8,2,128,0,0,0,95064,TRUE,0
1568,39,92,63,2,0,3,0,0,0,0,94710,TRUE,0
1569,33,72,59,2,0.7,2,226,0,0,0,92350,FALSE,0
1570,27,44,51,3,1.9,2,141,0,0,0,94305,FALSE,0
1571,16,114,41,4,3.5,1,0,1,0,0,94705,FALSE,1
1572,13,73,37,4,2.4,1,0,0,0,0,95758,FALSE,0
1573,40,63,64,4,1.2,2,0,1,1,0,91711,FALSE,0
1574,20,69,44,1,0.8,3,184,1,0,1,92028,TRUE,0
1575,37,42,62,3,1.5,1,0,0,0,0,92106,TRUE,0
1576,26,88,50,1,2.7,1,0,0,0,0,90037,TRUE,0
1577,18,98,43,2,0.4,1,0,0,0,0,92131,TRUE,0
1578,8,65,34,1,3,1,227,0,0,0,92093,TRUE,1
1579,13,12,38,2,0.3,2,104,0,1,0,94143,TRUE,0
1580,5,122,29,4,3,1,0,1,0,0,94305,FALSE,1
1581,14,12,39,2,0,3,0,0,0,0,92093,FALSE,0
1582,29,24,53,2,0.2,1,0,1,0,0,94105,FALSE,0
1583,19,170,43,4,4.25,1,318,1,0,1,92037,TRUE,1
1584,36,184,61,4,2.3,2,342,1,0,1,92028,TRUE,1
1585,20,25,46,4,0.6,3,125,0,0,0,93401,FALSE,0
1586,31,131,57,2,2.7,1,0,0,0,0,90502,FALSE,0
1587,33,50,59,2,2.3,3,0,1,0,0,94122,FALSE,0
1588,28,21,52,2,0.4,1,0,0,1,0,94035,TRUE,0
1589,3,55,29,3,1.1,2,0,0,0,0,95616,TRUE,0
1590,32,124,57,1,0.2,2,0,0,0,0,90049,TRUE,1
1591,23,58,49,4,2.6,1,188,0,0,0,95819,FALSE,0
1592,13,72,39,2,2.8,1,0,0,0,0,95817,TRUE,0
1593,31,192,56,1,7,3,0,0,0,1,90089,TRUE,1
1594,38,83,63,3,1.8,2,0,0,0,0,91320,TRUE,0
1595,12,93,37,1,2.8,1,0,0,1,0,90025,TRUE,0
1596,26,38,56,3,1,3,110,0,1,0,94305,TRUE,0
1597,20,55,45,4,1.9,3,164,0,1,0,92606,FALSE,0
1598,41,11,66,3,0.1,3,0,1,1,0,92325,FALSE,0
1599,15,85,40,2,0.4,1,0,0,1,0,94550,FALSE,0
1600,24,124,50,1,4.9,1,266,0,0,0,93305,TRUE,0
1601,36,129,60,2,6,1,0,0,0,0,92028,TRUE,0
1602,7,180,31,1,4.3,1,0,0,0,0,93407,FALSE,0
1603,14,74,40,4,1.4,2,0,0,0,0,90245,TRUE,0
1604,6,138,36,1,7,3,86,0,0,0,92152,TRUE,1
1605,29,111,55,2,3.6,3,0,1,0,0,90502,FALSE,1
1606,28,83,54,3,0.8,1,0,0,0,0,93555,TRUE,0
1607,10,33,35,4,1.7,1,87,0,0,0,90266,TRUE,0
1608,29,21,55,4,0.7,3,0,0,0,0,92028,FALSE,0
1609,10,35,36,2,0.3,1,98,0,0,0,94608,TRUE,0
1610,41,105,66,1,0.8,3,0,1,1,1,93023,TRUE,0
1611,14,103,38,1,0.8,2,0,1,0,0,94305,FALSE,0
1612,32,75,58,2,2.3,3,0,0,0,0,92096,FALSE,0
1613,17,33,41,1,0.7,1,104,0,0,0,94550,FALSE,0
1614,34,52,60,4,1.7,2,0,0,1,0,94305,TRUE,0
1615,23,89,47,1,2.6,2,0,1,1,1,94920,TRUE,0
1616,36,63,62,1,2.5,3,0,0,0,0,93109,FALSE,0
1617,23,84,48,4,3.1,2,0,0,1,1,94402,TRUE,1
1618,36,44,61,4,2.1,1,0,0,0,0,91302,FALSE,0
1619,3,29,29,3,1,1,0,1,0,0,94720,TRUE,0
1620,21,29,45,1,0.3,3,0,0,0,0,90005,TRUE,0
1621,14,22,39,2,0.3,2,0,0,0,0,94035,TRUE,0
1622,6,53,31,4,2.2,1,114,0,0,0,92093,TRUE,0
1623,14,24,39,2,0.3,2,0,0,0,0,94611,TRUE,0
1624,38,153,63,1,1.3,1,455,0,0,0,90045,FALSE,0
1625,2,31,28,2,0.3,2,0,0,1,0,90024,TRUE,0
1626,30,21,56,2,0.7,2,0,0,0,0,94542,TRUE,0
1627,6,180,31,2,6.7,1,0,0,0,0,93108,FALSE,0
1628,20,82,46,3,0.7,2,0,1,0,0,91016,TRUE,0
1629,18,90,42,4,0.8,1,245,0,1,0,95064,FALSE,0
1630,29,154,53,4,7.4,3,0,0,0,0,93407,FALSE,1
1631,17,99,41,2,1.8,2,0,1,0,0,92096,TRUE,0
1632,36,153,61,1,2.6,2,0,1,1,1,91105,FALSE,1
1633,5,93,31,2,3.1,2,0,0,0,0,95032,TRUE,1
1634,38,53,62,1,0,2,0,0,0,0,92121,FALSE,0
1635,34,18,59,3,1.3,2,104,1,0,1,95814,TRUE,0
1636,24,70,49,1,2.9,1,0,0,0,0,91330,FALSE,0
1637,39,100,65,4,1.7,3,0,1,0,0,92122,FALSE,0
1638,6,193,30,3,6.3,3,0,0,0,0,94022,TRUE,1
1639,7,125,32,1,0,1,0,1,0,0,95133,TRUE,0
1640,31,68,56,2,0,3,0,0,1,0,94571,TRUE,0
1641,10,55,36,1,2,1,95,0,0,0,90009,TRUE,0
1642,34,152,58,4,3.6,3,0,0,0,0,92182,FALSE,1
1643,3,84,27,3,1.5,1,0,1,0,0,95814,TRUE,0
1644,16,13,41,2,0,3,0,0,0,0,91125,TRUE,0
1645,35,33,59,4,0.4,1,131,1,0,0,91355,FALSE,0
1646,32,89,56,4,1,2,90,0,1,0,92096,TRUE,0
1647,26,93,52,1,2.4,1,0,0,0,0,91745,TRUE,0
1648,5,68,35,4,1.8,3,0,0,0,0,90509,FALSE,0
1649,21,85,47,2,1.7,2,0,1,0,0,93106,FALSE,0
1650,4,73,29,1,0.8,2,0,0,0,0,95039,TRUE,0
1651,6,83,31,4,2.2,2,106,0,0,0,92131,TRUE,0
1652,36,158,62,2,6.3,3,0,0,0,0,94301,TRUE,1
1653,18,182,48,4,6,3,0,0,0,0,92626,TRUE,1
1654,1,24,26,2,0.9,3,123,1,0,0,96651,FALSE,0
1655,34,102,60,2,2,1,0,1,0,0,94305,TRUE,0
1656,11,53,35,3,2.8,1,0,0,0,0,91355,FALSE,0
1657,15,175,40,2,3.3,1,0,0,0,0,92646,TRUE,0
1658,5,28,31,3,1,1,0,0,0,0,94538,TRUE,0
1659,25,14,50,4,0.8,1,0,0,0,0,92037,TRUE,0
1660,7,139,33,1,4,3,106,1,0,1,95828,TRUE,1
1661,11,34,37,3,0.9,1,0,0,0,0,95747,TRUE,0
1662,14,64,38,1,1.5,3,0,1,0,0,92093,FALSE,0
1663,38,84,63,4,0.1,2,0,0,0,0,94607,FALSE,0
1664,32,42,57,3,0.5,2,0,0,1,0,95070,TRUE,0
1665,35,63,61,1,1.6,1,0,0,0,0,91605,TRUE,0
1666,12,100,37,3,1.2,3,341,1,0,0,92735,TRUE,0
1667,25,190,51,2,4.2,2,0,0,0,0,95138,TRUE,1
1668,20,22,44,1,1,1,91,0,0,0,90024,FALSE,0
1669,37,20,63,1,0.8,2,0,1,1,0,90066,FALSE,0
1670,18,21,43,2,1.4,2,0,1,0,0,95037,TRUE,0
1671,14,25,38,4,0.4,2,101,0,0,0,95135,TRUE,0
1672,9,20,34,4,1.1,3,0,0,0,0,92648,TRUE,0
1673,23,173,48,3,0.2,1,0,1,0,1,94546,TRUE,1
1674,5,81,29,2,2.5,1,0,1,0,0,94115,FALSE,0
1675,11,139,37,2,0.8,2,421,0,0,0,95814,TRUE,1
1676,35,119,60,2,3.9,1,0,0,1,0,90266,TRUE,0
1677,20,74,46,4,2.6,3,104,0,0,0,92821,TRUE,0
1678,10,42,34,1,1.5,2,131,0,0,0,92173,FALSE,0
1679,30,73,56,2,1.1,1,0,0,0,0,94035,FALSE,0
1680,31,114,57,4,5.2,1,0,0,1,1,94590,TRUE,1
1681,36,44,62,2,1,3,0,0,0,0,92093,FALSE,0
1682,8,141,32,2,4.33,1,0,0,0,0,90005,FALSE,0
1683,26,14,51,2,0,1,103,0,0,0,92182,TRUE,0
1684,29,33,55,2,0.4,3,0,0,0,0,92660,FALSE,0
1685,34,83,60,2,2,1,249,0,0,0,94028,FALSE,0
1686,16,89,40,4,0.8,1,155,0,0,0,90011,TRUE,0
1687,38,39,62,4,2.2,1,0,0,1,0,96003,TRUE,0
1688,39,83,63,3,2,3,0,1,0,0,90025,TRUE,0
1689,34,108,60,2,2,1,359,0,0,0,92152,TRUE,0
1690,34,21,59,3,1.3,2,0,1,0,0,92028,TRUE,0
1691,1,102,26,1,1.9,1,0,0,0,0,95521,FALSE,0
1692,32,48,56,1,1.6,3,0,1,0,0,94117,FALSE,0
1693,32,32,58,3,1.4,1,0,0,0,0,93014,TRUE,0
1694,31,43,57,1,0.2,1,0,0,0,0,95616,FALSE,0
1695,23,35,48,4,0.4,2,118,0,0,0,94025,FALSE,0
1696,6,184,30,1,6,1,0,0,0,0,91911,TRUE,0
1697,21,140,45,2,7.6,1,132,0,0,0,91024,FALSE,0
1698,38,32,64,3,0.7,2,0,1,0,0,90065,TRUE,0
1699,20,149,44,1,1.7,1,0,0,0,0,92121,TRUE,0
1700,25,15,51,4,0.6,3,0,1,0,0,94720,FALSE,0
1701,16,71,43,3,2.33,2,0,0,0,0,90089,FALSE,0
1702,3,108,29,4,1.8,2,0,0,0,0,94304,FALSE,0
1703,30,122,56,2,0.5,1,0,1,0,0,93555,FALSE,0
1704,41,40,65,3,0.1,3,0,0,0,0,94542,TRUE,0
1705,22,198,46,2,6.67,1,0,1,0,0,95521,FALSE,0
1706,24,79,48,4,1.4,2,0,1,1,0,90245,FALSE,0
1707,31,84,56,1,0.1,3,0,0,0,0,92672,TRUE,0
1708,37,31,61,3,0.4,2,0,1,0,0,92374,FALSE,0
1709,20,12,46,4,0.6,3,0,1,0,0,90250,FALSE,0
1710,34,88,58,2,1.6,1,0,1,0,0,93555,TRUE,0
1711,5,29,31,2,0.3,2,131,1,0,0,95405,TRUE,0
1712,3,201,27,1,6.33,1,158,0,0,0,95819,TRUE,0
1713,20,20,44,1,1.4,3,0,0,0,0,92780,FALSE,0
1714,20,15,44,1,1,1,0,0,0,0,90405,TRUE,0
